 20.36 -1.67 18 34 20.9 -11 56 37  116   6 -317  9 -318  8
 20.84 -1.66 18 35 06.2 -11 30 32   45   3   92 11   91 11
211.67 +0.63 06 51 21.9 +01 24 27  298   9   79 13   79 13    4.5  7.9
212.85 -1.78 06 44 56.0 -00 44 17  246   7  187 13  187 14  159.5 14.0
213.14 +4.73 07 08 38.6 +01 58 25  126   4   13 13   10 13
213.49 +3.62 07 05 17.6 +01 09 30  150   9   57  7   57  7   72.1 12.1
213.84 -3.60 06 40 15.6 -02 26 51  158   8  150  9  151  9  173.8 10.3
214.49 -1.08 06 50 25.7 -01 52 22  457  12   86 14   86 15  108.3  6.4
214.76 +4.53 07 10 53.6 +00 26 48  557  36   29  6   29  6   32.1  2.0
215.05 +2.26 07 03 19.1 -00 51 02  936  23   14 15   14 16   17.6  0.7
215.07 +3.44 07 07 33.8 -00 19 37  207  23   42  4   42  4   35.5  2.3
215.17 +3.99 07 09 42.1 -00 09 56  189  13   38  6   39  6   25.6  5.1
215.65 +3.59 07 09 11.3 -00 46 29  240  17   32  6   32  6   31.9  3.7
215.73 -0.70 06 54 02.6 -02 48 03  318  11   62 11   62 12   79.6  6.9
216.04 +0.40 06 58 32.2 -02 34 37  268   6  103 16  102 17   70.4 10.2
216.50 +1.60 07 03 38.5 -02 26 09   94   9    7  5    6  5    4.8  9.6
216.82 -4.00 06 44 13.9 -05 16 36  210  28  153  3  152  3  150.4  3.0
216.89 +0.18 06 59 18.3 -03 25 51  164  10   88  7   87  7
217.27 +4.23 07 14 24.2 -01 55 29  191  11   64  7   65  8   59.0  8.0
217.45 +4.78 07 16 42.1 -01 49 21   65   8  122  5  122  5  103.0 11.5
217.48 -1.37 06 54 50.4 -04 40 02   68   6  202  7  202  7
217.78 -2.95 06 49 45.6 -05 39 22  465  20   88  9   88  9   74.0  5.3
217.96 +4.26 07 15 47.0 -02 31 01 1410  47  110 11  110 12  124.9  2.3
218.01 -3.95 06 46 34.7 -06 18 34  196  12   78  7   78  7   69.5  5.6
218.14 +3.78 07 14 23.8 -02 54 09  172   9   88  8   89  8   98.7 10.9
218.41 +2.50 07 10 20.1 -03 43 26 1158  27  116 16  115 17  135.7  1.6
218.81 +0.52 07 04 02.7 -04 59 22  147   6   88 10   88 10   90.8  9.8
219.19 -4.89 06 45 20.1 -07 47 05  107  10   86  5   87  5   70.6  8.2
219.27 +0.86 07 06 06.4 -05 14 25  262  16  103  7  103  7   95.2  5.3
219.48 +2.79 07 13 20.3 -04 32 27  304  15   74  8   74  8   67.8  5.0
219.60 +3.04 07 14 28.5 -04 31 30  235   9   87 10   87 10   95.6  7.8
219.75 -3.63 06 50 53.0 -07 42 56  396   4   56 33   56 36   29.4  6.7
220.02 +1.34 07 09 11.9 -05 40 59  165  30   69  3   69  3   56.3  3.6
220.07 -4.70 06 47 38.0 -08 29 01  187   9   69  8   69  9   44.2  7.7
220.11 -4.34 06 48 59.5 -08 21 33  272  13   78  8   78  9   78.7  4.9
220.35 -3.93 06 50 55.0 -08 22 55  137   6   55 10   56 10
220.35 -3.93 06 50 55.0 -08 22 55  132   5   68 10   69 11
220.42 -4.95 06 47 20.0 -08 54 34  140   8   90  7   92  8   91.4 10.8
220.44 -0.31 07 04 05.3 -06 49 02  158   9  118  8  119  8  116.7 10.1
220.65 +1.53 07 11 02.2 -06 09 22  333  16   94  8   94  8   99.8 10.0
220.79 +0.93 07 09 10.2 -06 33 30  175   6   86 11   86 12
221.00 -4.66 06 49 27.8 -09 17 54  200  20   68  4   68  5   62.9  7.2
221.01 -2.36 06 57 46.2 -08 15 19  367  28   78  5   78  5   75.7  2.8
221.06 -2.95 06 55 43.2 -08 34 44  108   6   99  8   98  8
221.32 +0.84 07 09 50.1 -07 04 21  204   7  145 12  145 12  115.2 11.4
221.54 -2.04 06 59 53.0 -08 35 21  142   5   75 11   72 11   81.9 15.1
222.39 +4.76 07 25 47.6 -06 11 46  220   8   22 12   23 12   24.1  9.8
222.72 -1.74 07 03 08.6 -09 29 56  162   7  164 10  162 10  143.6 10.5
223.07 -4.99 06 52 01.3 -11 17 06  142   5   73 12   72 12   55.9 12.2
223.25 +1.35 07 15 14.9 -08 32 55   89   7 -128  6 -129  7
223.27 +1.10 07 14 24.4 -08 40 53  113   7 -180  8 -180  8 -140.4 15.7
223.33 -2.21 07 02 35.7 -10 15 05  239  11   67  9   67  9   54.9  9.2
223.54 -2.82 07 00 46.7 -10 43 23  402  22   64  7   64  7   51.0  3.5
223.67 -3.25 06 59 28.8 -11 01 50  110   5   95 10   96 10   48.8 17.1
224.21 +2.65 07 21 44.1 -08 47 13  268   8  -83 13  -83 13  -83.8  8.6
224.98 +2.73 07 23 28.5 -09 25 55  317  11 -173 11 -173 11 -106.9  8.7
225.41 +1.07 07 18 21.0 -10 35 01  173  27 -547  3 -276  3  127.5  4.6
225.75 +4.94 07 32 50.6 -09 03 18   82  10  -31  4  -31  4  -37.5  7.1
226.15 +4.69 07 32 42.4 -09 31 51  215  10  -31  8  -32  9  -26.8  7.0
228.38 +1.26 07 24 44.0 -13 06 46  204  12  -90  7  -91  7  -83.4  9.0
229.12 +1.18 07 25 52.7 -13 48 33  189   7  -88 11  -87 12  -90.3 14.2
229.87 -0.64 07 20 43.6 -15 19 40  684  43  217  6  217  6  190.3  2.3
230.04 +3.34 07 35 29.9 -13 34 50  145   7   81  9   80  9   50.2  7.8
230.09 -0.62 07 21 13.5 -15 30 39  548  30  113  7  113  7   66.9  2.4
230.17 +1.07 07 27 32.5 -14 46 53  281  12  105  9  104  9   78.2  6.7
231.08 +4.21 07 40 42.2 -14 03 46  355  10   50 13   51 14   26.1  5.1
231.20 +1.16 07 29 55.5 -15 38 27  214  14   81  7   81  7   80.6  6.9
231.66 -0.01 07 26 33.3 -16 36 26  121   8  188  7  188  7  169.4 10.8
231.99 +2.75 07 37 16.2 -15 34 06   90   9   87  5   86  5   45.9  5.4
232.66 +1.87 07 35 25.9 -16 34 48  253  12   77  8   77  8   42.3  6.1
232.83 +3.13 07 40 21.2 -16 06 32  266  16   58  7   58  7   58.5  5.0
233.39 -2.60 07 20 22.1 -19 21 12  175   7   98 10   98 10   88.0 11.0
233.53 -1.31 07 25 28.9 -18 52 06  264  17  148  6  148  6  136.7  3.9
234.75 +0.87 07 36 02.4 -18 53 09  319  18  174  7  174  7  156.6  3.3
235.28 -0.43 07 32 16.4 -19 58 58  144  16  142  4  142  4  112.1  4.9
237.10 +1.30 07 42 32.1 -20 43 41  153  10   97  7   98  7   90.0  8.3
237.51 +0.17 07 39 12.5 -21 38 44  147   9   69  7   69  7   64.7  8.8
237.72 +4.34 07 55 02.3 -19 43 27  258  29  264  4  264  4  233.6  2.7
240.53 -3.57 07 31 16.9 -26 06 00  139   8  258  8  259  8  235.3 12.8
241.70 -1.87 07 40 25.7 -26 17 15  257  12  203  9  205  9  171.8  6.0
242.17 +4.39 08 05 12.4 -23 28 55   99   6   98  8   99  9   85.4 12.4
243.61 +3.38 08 04 49.2 -25 13 55  153  11   96  6   96  6   58.1 10.2
245.43 +1.83 08 03 16.0 -27 36 18  138  12   99  5   98  5   77.6  5.2
245.80 +2.01 08 04 51.5 -27 49 11  720  26   81 10   81 11   79.0  2.5
246.98 +2.78 08 10 41.0 -28 23 40  155   6  133 11  133 12   64.1 14.0
247.06 -4.73 07 41 04.7 -32 21 45  161  10  189  7  188  7  168.9 13.6
247.12 +1.27 08 05 15.8 -29 19 50  117   7   93  7   92  8   62.9  9.7
247.13 +3.14 08 12 25.9 -28 19 40  326  18  102  7  101  7   99.2  4.3
247.25 -1.94 07 52 52.3 -31 07 13  421  16  134 10  135 11   94.8  4.9
249.81 -1.92 07 59 14.3 -33 18 00  233  12  163  8  163  8  156.3  8.4
251.59 -2.17 08 02 44.0 -34 56 20  118   6  157  8  157  9  136.8 12.4
